Time spent on page,Average mouse speed,Average time spent on fields,Average interval between fields,Average mouse angle change,Average variance of x-axis clicks,Jitter count,Tremors count,Backspace count,Repeated key count,isHuman
1.61,612.99,0.18,0.13,111.39,372536.0,1.0,0.0,0.0,0.0,FALSE
2.23,214.09,0.09,0.09,4.15,314559.0,1.0,0.0,0.0,0.0,FALSE
2.62,263.65,0.11,0.11,8.44,491455.0,1.0,0.0,0.0,0.0,FALSE
1.81,426.38,0.16,0.16,31.37,98266.0,1.0,0.0,0.0,0.0,FALSE
2.0,175.32,0.1,0.09,28.09,203566.0,1.0,0.0,0.0,0.0,FALSE
1.94,325.47,0.16,0.13,21.31,428973.0,1.0,0.0,0.0,0.0,FALSE
1.94,974.9,0.09,0.15,128.26,381403.0,1.0,0.0,0.0,0.0,FALSE
2.37,677.21,0.24,0.23,110.03,227051.0,1.0,0.0,0.0,0.0,FALSE
2.59,159.45,0.24,0.17,13.97,459853.0,1.0,0.0,0.0,0.0,FALSE
1.53,475.33,0.11,0.24,162.76,48557.0,1.0,0.0,0.0,0.0,FALSE
1.75,913.18,0.13,0.12,57.07,5297.0,1.0,0.0,0.0,0.0,FALSE
1.64,129.02,0.1,0.18,109.21,360397.0,1.0,0.0,0.0,0.0,FALSE
2.01,800.59,0.18,0.23,160.87,291245.0,1.0,0.0,0.0,0.0,FALSE
1.78,421.84,0.19,0.1,99.54,214707.0,1.0,0.0,0.0,0.0,FALSE
1.85,454.04,0.08,0.1,109.24,25369.0,1.0,0.0,0.0,0.0,FALSE
1.71,713.59,0.13,0.11,72.53,6367.0,1.0,0.0,0.0,0.0,FALSE
2.56,957.91,0.19,0.23,36.32,43672.0,1.0,0.0,0.0,0.0,FALSE
2.66,125.58,0.08,0.14,5.48,358726.0,1.0,0.0,0.0,0.0,FALSE
2.07,301.15,0.12,0.17,149.47,307401.0,1.0,0.0,0.0,0.0,FALSE
2.57,958.55,0.25,0.12,125.92,237443.0,1.0,0.0,0.0,0.0,FALSE
1.61,655.86,0.24,0.24,173.35,129682.0,1.0,0.0,0.0,0.0,FALSE
2.28,443.83,0.24,0.23,38.02,215009.0,1.0,0.0,0.0,0.0,FALSE
2.08,545.77,0.17,0.09,72.74,451143.0,1.0,0.0,0.0,0.0,FALSE
1.69,838.09,0.17,0.21,126.75,345621.0,1.0,0.0,0.0,0.0,FALSE
1.72,763.54,0.24,0.21,73.59,430474.0,1.0,0.0,0.0,0.0,FALSE
2.29,537.08,0.25,0.19,148.78,291483.0,1.0,0.0,0.0,0.0,FALSE
2.68,814.86,0.16,0.22,158.82,236933.0,1.0,0.0,0.0,0.0,FALSE
2.23,857.59,0.12,0.13,144.41,499727.0,1.0,0.0,0.0,0.0,FALSE
2.38,458.79,0.23,0.21,100.9,118912.0,1.0,0.0,0.0,0.0,FALSE
1.56,724.07,0.09,0.14,141.61,223881.0,1.0,0.0,0.0,0.0,FALSE
2.68,665.24,0.17,0.21,64.24,13360.0,1.0,0.0,0.0,0.0,FALSE
2.23,746.21,0.17,0.18,153.86,264891.0,1.0,0.0,0.0,0.0,FALSE
2.48,194.66,0.24,0.11,17.21,413007.0,1.0,0.0,0.0,0.0,FALSE
1.89,137.79,0.23,0.11,108.21,248622.0,1.0,0.0,0.0,0.0,FALSE
1.92,152.36,0.2,0.24,49.52,208357.0,1.0,0.0,0.0,0.0,FALSE
1.54,166.72,0.16,0.08,136.87,104592.0,1.0,0.0,0.0,0.0,FALSE
1.56,188.68,0.12,0.21,102.51,18641.0,1.0,0.0,0.0,0.0,FALSE
2.69,189.88,0.11,0.2,79.33,206587.0,1.0,0.0,0.0,0.0,FALSE
2.28,804.14,0.19,0.25,18.72,4055.0,1.0,0.0,0.0,0.0,FALSE
2.02,553.04,0.2,0.23,55.06,72238.0,1.0,0.0,0.0,0.0,FALSE
2.53,941.06,0.21,0.25,7.81,9955.0,1.0,0.0,0.0,0.0,FALSE
2.54,420.23,0.14,0.18,161.32,164165.0,1.0,0.0,0.0,0.0,FALSE
2.35,150.09,0.11,0.09,39.04,280819.0,1.0,0.0,0.0,0.0,FALSE
2.28,382.87,0.1,0.19,67.89,69073.0,1.0,0.0,0.0,0.0,FALSE
2.23,663.91,0.09,0.21,11.05,433201.0,1.0,0.0,0.0,0.0,FALSE
1.71,794.7,0.18,0.14,3.2,430502.0,1.0,0.0,0.0,0.0,FALSE
2.59,787.05,0.1,0.18,40.78,296411.0,1.0,0.0,0.0,0.0,FALSE
1.97,776.84,0.18,0.14,97.14,19972.0,1.0,0.0,0.0,0.0,FALSE
1.63,602.12,0.18,0.24,98.13,59283.0,1.0,0.0,0.0,0.0,FALSE
1.93,177.38,0.22,0.07,25.77,308783.0,1.0,0.0,0.0,0.0,FALSE
2.18,177.86,0.07,0.11,110.41,96183.0,1.0,0.0,0.0,0.0,FALSE
1.85,855.93,0.16,0.22,150.82,21005.0,1.0,0.0,0.0,0.0,FALSE
2.13,600.77,0.07,0.2,27.59,133553.0,1.0,0.0,0.0,0.0,FALSE
1.69,429.38,0.22,0.08,72.87,280735.0,1.0,0.0,0.0,0.0,FALSE
1.97,850.98,0.22,0.17,24.96,167793.0,1.0,0.0,0.0,0.0,FALSE
2.19,592.21,0.17,0.22,175.32,376277.0,1.0,0.0,0.0,0.0,FALSE
2.55,191.02,0.08,0.11,1.83,382830.0,1.0,0.0,0.0,0.0,FALSE
2.33,130.92,0.12,0.22,90.18,162711.0,1.0,0.0,0.0,0.0,FALSE
2.35,762.65,0.12,0.09,158.02,319989.0,1.0,0.0,0.0,0.0,FALSE
2.67,284.94,0.16,0.1,91.99,94399.0,1.0,0.0,0.0,0.0,FALSE
2.12,963.19,0.15,0.24,68.72,204514.0,1.0,0.0,0.0,0.0,FALSE
1.7,105.34,0.13,0.2,33.59,34549.0,1.0,0.0,0.0,0.0,FALSE
2.21,687.72,0.21,0.23,104.33,293018.0,1.0,0.0,0.0,0.0,FALSE
1.73,896.53,0.21,0.25,69.04,448379.0,1.0,0.0,0.0,0.0,FALSE
2.03,196.25,0.12,0.2,76.91,294913.0,1.0,0.0,0.0,0.0,FALSE
1.87,838.66,0.23,0.24,60.78,299164.0,1.0,0.0,0.0,0.0,FALSE
2.27,391.24,0.23,0.21,10.93,296292.0,1.0,0.0,0.0,0.0,FALSE
2.14,819.16,0.17,0.1,118.45,126801.0,1.0,0.0,0.0,0.0,FALSE
2.18,226.95,0.12,0.23,41.86,216913.0,1.0,0.0,0.0,0.0,FALSE
1.73,104.4,0.22,0.14,2.52,260538.0,1.0,0.0,0.0,0.0,FALSE
1.96,948.56,0.08,0.21,17.31,411746.0,1.0,0.0,0.0,0.0,FALSE
2.43,615.69,0.15,0.22,5.49,462097.0,1.0,0.0,0.0,0.0,FALSE
2.14,199.4,0.14,0.12,90.29,232143.0,1.0,0.0,0.0,0.0,FALSE
2.04,530.29,0.19,0.12,89.68,335054.0,1.0,0.0,0.0,0.0,FALSE
2.44,876.34,0.09,0.14,142.47,87228.0,1.0,0.0,0.0,0.0,FALSE
1.95,471.84,0.11,0.09,61.74,99884.0,1.0,0.0,0.0,0.0,FALSE
2.55,529.89,0.13,0.14,126.83,339639.0,1.0,0.0,0.0,0.0,FALSE
2.15,239.46,0.16,0.07,142.29,248541.0,1.0,0.0,0.0,0.0,FALSE
2.12,668.02,0.19,0.1,61.44,75548.0,1.0,0.0,0.0,0.0,FALSE
1.75,463.91,0.16,0.19,7.23,15525.0,1.0,0.0,0.0,0.0,FALSE
2.25,843.27,0.21,0.12,114.73,90609.0,1.0,0.0,0.0,0.0,FALSE
2.63,823.43,0.23,0.21,165.41,5500.0,1.0,0.0,0.0,0.0,FALSE
1.67,917.75,0.22,0.2,135.75,162016.0,1.0,0.0,0.0,0.0,FALSE
1.68,164.17,0.11,0.18,147.15,214480.0,1.0,0.0,0.0,0.0,FALSE
2.38,699.24,0.15,0.09,1.12,120012.0,1.0,0.0,0.0,0.0,FALSE
2.33,701.12,0.22,0.14,171.48,227274.0,1.0,0.0,0.0,0.0,FALSE
2.29,867.72,0.18,0.17,44.61,224171.0,1.0,0.0,0.0,0.0,FALSE
1.61,978.37,0.17,0.18,157.66,168604.0,1.0,0.0,0.0,0.0,FALSE
1.7,495.36,0.25,0.2,95.83,404535.0,1.0,0.0,0.0,0.0,FALSE
1.61,132.13,0.08,0.22,130.93,383267.0,1.0,0.0,0.0,0.0,FALSE
2.25,431.85,0.11,0.21,112.11,354259.0,1.0,0.0,0.0,0.0,FALSE
2.26,554.11,0.17,0.08,153.11,399849.0,1.0,0.0,0.0,0.0,FALSE
2.33,565.97,0.14,0.17,43.08,184304.0,1.0,0.0,0.0,0.0,FALSE
1.94,219.58,0.11,0.14,143.64,202656.0,1.0,0.0,0.0,0.0,FALSE
1.6,959.09,0.2,0.24,90.43,417879.0,1.0,0.0,0.0,0.0,FALSE
1.6,966.97,0.1,0.15,161.14,387943.0,1.0,0.0,0.0,0.0,FALSE
25.71,2.24,26.84,58.99,62.53,16914.0,1,117,3,1.0,TRUE
62.24,4.22,41.95,30.79,90.77,9403.0,1,127,2,5.0,TRUE
68.37,4.74,67.22,54.05,54.92,7369.0,0,175,1,3.0,TRUE
53.55,11.34,11.23,30.64,79.41,77814.0,1,120,3,5.0,TRUE
10.36,3.7,50.22,55.77,79.86,43521.0,0,147,1,5.0,TRUE
28.01,16.02,66.85,43.66,76.83,57840.0,0,81,3,4.0,TRUE
55.42,9.29,60.48,59.28,98.58,19340.0,1,143,2,5.0,TRUE
40.8,13.8,38.14,44.26,75.46,79555.0,1,188,1,5.0,TRUE
44.65,2.38,12.85,32.71,67.52,16197.0,1,186,3,,TRUE
24.73,4.0,69.82,46.0,89.09,96476.0,1,150,2,4.0,TRUE
27.28,16.83,49.05,37.39,89.17,39399.0,1,194,0,3.0,TRUE
35.86,5.15,35.9,48.6,93.18,72061.0,1,152,1,3.0,TRUE
15.88,3.64,43.93,39.04,56.28,18018.0,1,160,2,2.0,TRUE
22.72,11.37,44.99,38.01,97.94,12162.0,1,146,0,3.0,TRUE
64.16,10.25,11.96,36.08,86.96,74849.0,1,55,2,,TRUE
49.57,3.65,45.85,62.34,86.45,10304.0,1,63,0,5.0,TRUE
44.16,12.53,34.0,11.58,66.47,23409.0,0,161,3,3.0,TRUE
60.67,14.12,46.58,24.14,88.73,36743.0,1,139,0,5.0,TRUE
10.34,9.43,26.61,49.7,94.58,41733.0,1,91,3,3.0,TRUE
16.98,7.46,28.45,60.73,53.09,92382.0,1,105,3,5.0,TRUE
39.56,7.68,24.44,66.73,67.81,19063.0,1,91,2,3.0,TRUE
32.91,8.32,22.2,60.07,99.44,97256.0,1,94,0,,TRUE
34.88,13.95,34.29,33.05,50.85,58629.0,1,77,1,4.0,TRUE
44.63,16.68,51.36,50.5,71.37,65825.0,1,53,1,2.0,TRUE
26.33,15.92,62.49,28.09,58.22,67319.0,1,95,3,3.0,TRUE
41.59,14.43,16.54,66.78,92.4,7088.0,1,144,3,2.0,TRUE
35.46,9.82,44.17,14.69,82.76,55882.0,0,143,0,3.0,TRUE
47.59,13.95,64.58,61.3,59.72,34336.0,1,113,3,3.0,TRUE
66.1,6.34,67.49,12.09,73.49,5163.0,0,70,2,5.0,TRUE
40.09,3.66,46.56,16.16,84.24,44402.0,1,77,3,4.0,TRUE
42.25,15.67,30.65,27.74,82.81,24620.0,1,65,0,1.0,TRUE
39.93,17.09,46.32,16.39,93.51,43243.0,0,101,0,4.0,TRUE
28.77,8.26,48.45,23.4,84.99,46056.0,0,152,3,,TRUE
10.21,13.12,61.79,51.45,53.88,50367.0,0,95,3,,TRUE
17.57,12.13,44.98,15.3,71.2,42876.0,1,80,0,5.0,TRUE
50.85,7.58,34.2,40.44,72.29,12352.0,1,67,0,,TRUE
26.2,10.46,22.17,41.03,63.62,30110.0,1,157,3,3.0,TRUE
57.96,8.42,61.54,37.1,86.4,60596.0,1,152,2,2.0,TRUE
16.8,8.67,57.54,67.65,70.21,32477.0,1,169,3,,TRUE
34.97,11.75,49.9,14.98,67.04,63345.0,0,74,2,5.0,TRUE
48.05,14.34,56.35,43.35,51.0,12705.0,1,84,1,2.0,TRUE
52.89,5.11,24.64,43.13,89.97,31012.0,1,188,3,1.0,TRUE
64.36,12.86,67.35,44.57,94.74,49302.0,1,86,1,4.0,TRUE
40.13,9.76,60.93,69.37,98.9,17725.0,0,194,2,,TRUE
45.32,11.5,61.13,63.51,66.02,64686.0,1,110,2,1.0,TRUE
31.66,7.69,64.07,56.58,72.01,63078.0,0,186,0,2.0,TRUE
15.76,7.95,45.33,16.32,64.08,11701.0,1,95,2,1.0,TRUE
41.55,12.07,36.34,58.01,69.57,58003.0,0,133,0,3.0,TRUE
69.55,13.64,69.22,14.54,60.71,92539.0,1,154,2,5.0,TRUE
26.29,3.28,56.84,68.99,85.25,24670.0,1,70,1,1.0,TRUE
59.32,4.34,68.87,32.08,84.52,78868.0,1,161,0,4.0,TRUE
42.36,4.49,34.84,59.41,53.02,62229.0,1,132,2,5.0,TRUE
57.41,9.14,48.71,33.44,78.74,12429.0,1,91,2,2.0,TRUE
46.67,16.24,43.54,44.46,74.28,84355.0,1,150,3,5.0,TRUE
43.86,9.06,18.09,47.1,64.87,26058.0,1,128,1,2.0,TRUE
20.35,8.92,58.79,44.37,91.87,57535.0,1,119,3,5.0,TRUE
12.57,14.64,19.44,14.12,71.47,32745.0,1,69,1,4.0,TRUE
44.67,17.02,39.2,41.23,89.56,82277.0,1,194,0,3.0,TRUE
19.75,9.19,55.23,14.78,76.25,38169.0,1,115,0,3.0,TRUE
38.42,7.77,66.54,10.64,76.88,16689.0,1,57,2,,TRUE
26.23,9.41,56.56,69.56,92.05,87362.0,0,92,1,,TRUE
11.07,3.64,16.95,20.27,74.38,93558.0,1,170,2,1.0,TRUE
62.16,15.64,42.55,13.83,60.28,12413.0,0,167,0,1.0,TRUE
65.95,5.55,39.61,16.19,66.57,52257.0,1,115,0,2.0,TRUE
47.66,2.04,38.68,33.32,88.66,17379.0,0,69,0,4.0,TRUE
20.04,14.74,62.52,67.6,84.7,87527.0,1,96,1,2.0,TRUE
34.28,10.28,45.15,11.57,93.77,43119.0,1,124,1,3.0,TRUE
27.01,7.58,68.01,42.0,78.59,40055.0,0,98,2,,TRUE
10.14,11.17,43.05,44.07,60.96,32591.0,1,157,1,1.0,TRUE
60.46,10.71,45.12,35.79,62.94,49454.0,0,149,1,4.0,TRUE
41.91,12.53,36.41,13.78,62.8,8726.0,1,179,3,5.0,TRUE
26.24,6.68,18.23,17.95,68.79,39815.0,1,106,2,,TRUE
30.41,15.7,10.58,67.38,91.13,59784.0,1,61,2,,TRUE
66.74,14.97,35.34,52.87,88.62,12361.0,1,155,1,5.0,TRUE
43.32,16.2,18.69,45.27,66.73,26384.0,0,138,3,3.0,TRUE
52.72,14.53,18.48,49.58,74.69,62935.0,1,88,1,2.0,TRUE
27.3,5.06,59.09,65.38,82.31,42821.0,1,135,2,,TRUE
45.97,7.33,66.73,62.77,93.67,61130.0,0,150,1,4.0,TRUE
14.67,13.31,17.53,68.26,63.79,15524.0,1,162,3,1.0,TRUE
19.34,5.87,20.82,40.23,86.54,80367.0,1,51,0,1.0,TRUE
40.04,13.19,58.01,59.04,83.64,33018.0,0,99,2,2.0,TRUE
62.49,6.13,66.44,56.14,97.95,82893.0,1,132,0,5.0,TRUE
28.42,3.43,48.94,59.83,93.78,50323.0,0,52,2,4.0,TRUE
15.68,6.01,41.32,15.32,64.66,5527.0,1,103,3,1.0,TRUE
14.81,8.2,45.3,29.16,96.55,61342.0,1,134,1,4.0,TRUE
45.56,11.57,64.52,44.98,95.63,8811.0,1,182,2,2.0,TRUE
28.84,17.68,62.48,43.1,92.96,78019.0,1,74,2,5.0,TRUE
56.33,5.42,39.56,24.61,72.0,65598.0,1,154,1,2.0,TRUE
20.05,2.41,23.93,11.52,50.12,37450.0,0,62,0,3.0,TRUE
33.35,3.81,31.74,61.0,94.05,68201.0,0,78,3,3.0,TRUE
61.05,9.37,53.39,63.72,90.97,8582.0,1,91,2,,TRUE
32.93,2.99,51.74,36.46,51.27,94057.0,1,97,3,,TRUE
26.07,10.82,20.99,62.77,93.65,76591.0,0,188,3,4.0,TRUE
25.68,11.31,36.75,51.73,76.16,24830.0,1,146,3,3.0,TRUE
48.67,9.17,13.36,15.69,70.31,72120.0,1,153,3,,TRUE
68.2,11.69,57.76,34.42,57.71,82034.0,1,198,1,,TRUE
10.98,7.32,56.35,10.51,58.9,71290.0,1,195,1,3.0,TRUE
56.35,16.98,31.94,35.26,88.07,15636.0,0,157,1,,TRUE
35.39,12.91,28.39,12.19,59.34,96205.0,1,130,3,5.0,TRUE
48.09,8.14,15.39,33.26,58.62,83703.0,1,195,1,4.0,TRUE
59.84,13.98,34.78,62.23,58.55,70353.0,1,155,2,3.0,TRUE
10.03,5.4,67.35,45.13,82.82,55094.0,1,175,0,5.0,TRUE
21.68,4.51,28.01,34.79,63.19,79238.0,1,70,1,1.0,TRUE
27.45,2.64,59.32,37.16,74.43,19688.0,1,136,2,1.0,TRUE
34.91,2.46,26.19,68.89,60.81,93428.0,0,111,0,2.0,TRUE
34.02,9.87,54.58,27.41,83.01,96911.0,1,178,0,3.0,TRUE
12.25,3.56,56.24,20.55,52.57,49137.0,1,64,0,,TRUE
17.14,2.9,64.5,52.78,70.32,27896.0,1,146,3,4.0,TRUE
54.75,14.49,68.7,18.8,57.62,39320.0,1,72,2,1.0,TRUE
29.67,2.22,14.59,32.33,80.22,47163.0,0,135,0,2.0,TRUE
47.43,5.36,28.04,46.5,82.82,5299.0,1,121,3,1.0,TRUE
32.58,6.01,12.12,56.27,87.0,42054.0,1,148,2,5.0,TRUE
34.35,4.25,34.65,10.35,88.26,62214.0,1,75,2,5.0,TRUE
61.01,11.37,10.63,22.17,58.21,43064.0,1,88,0,3.0,TRUE
45.47,2.75,24.86,26.41,72.86,26194.0,1,53,2,1.0,TRUE
42.76,4.75,22.44,62.29,71.65,44763.0,0,163,3,4.0,TRUE
15.78,6.71,32.84,48.96,81.61,31995.0,0,167,0,4.0,TRUE
21.31,9.87,37.22,50.25,77.22,12687.0,1,137,0,5.0,TRUE
29.59,15.34,14.16,29.73,84.66,9570.0,0,78,1,2.0,TRUE
67.64,8.01,30.79,11.95,72.33,64952.0,1,139,0,2.0,TRUE
35.07,12.59,59.65,17.69,66.71,73806.0,1,70,2,,TRUE
49.05,10.07,10.97,55.79,56.05,93069.0,0,110,2,5.0,TRUE
69.67,3.95,66.9,10.13,57.87,15052.0,0,53,2,4.0,TRUE
10.01,16.6,34.98,24.15,66.77,53092.0,1,128,0,2.0,TRUE
61.61,8.81,37.9,19.94,95.98,48281.0,0,170,2,5.0,TRUE
56.35,14.26,48.9,46.37,86.82,94390.0,0,89,0,,TRUE
69.27,2.82,43.26,58.05,66.95,21572.0,1,73,0,5.0,TRUE
59.79,5.74,29.45,62.1,76.66,67947.0,0,126,1,,TRUE
58.47,15.03,23.32,36.39,70.02,51715.0,0,83,2,1.0,TRUE
57.4,4.46,67.38,57.09,87.79,55688.0,1,60,3,2.0,TRUE
48.27,16.54,60.93,26.67,75.47,16731.0,0,53,1,1.0,TRUE
30.36,5.49,25.25,47.16,95.23,16258.0,0,127,0,2.0,TRUE
23.95,13.31,50.36,30.18,71.72,30116.0,0,135,1,2.0,TRUE
31.3,10.15,56.58,41.09,63.3,88160.0,1,68,1,2.0,TRUE
30.73,14.85,58.48,21.23,67.72,96915.0,1,81,2,5.0,TRUE
53.51,17.95,42.52,53.43,72.66,92038.0,1,173,2,5.0,TRUE
31.83,14.78,26.14,46.43,89.65,97894.0,1,192,3,2.0,TRUE
42.88,10.31,43.73,31.66,89.86,19972.0,1,169,0,3.0,TRUE
11.24,7.99,25.82,36.9,83.25,53565.0,1,101,1,,TRUE
19.06,16.45,20.09,10.57,61.98,87275.0,1,155,2,5.0,TRUE
14.76,16.55,67.8,27.32,99.74,92061.0,1,179,2,4.0,TRUE
35.48,13.15,27.52,33.33,78.57,15459.0,0,75,2,2.0,TRUE
37.12,7.73,15.75,10.53,73.58,50361.0,1,196,0,5.0,TRUE
63.32,2.75,46.75,14.64,91.54,88782.0,1,84,2,,TRUE
32.58,13.78,39.23,20.75,53.19,94310.0,1,185,0,,TRUE
17.94,2.45,44.01,35.12,69.0,24121.0,1,98,3,4.0,TRUE
33.84,9.18,21.45,33.66,56.26,11421.0,1,152,0,3.0,TRUE
58.55,16.71,58.37,24.44,99.27,31143.0,1,61,1,4.0,TRUE
43.16,9.55,20.37,20.09,72.29,78037.0,0,170,1,2.0,TRUE
54.75,6.46,17.48,38.04,72.77,90194.0,0,89,1,5.0,TRUE
55.52,11.22,34.15,64.42,99.98,67994.0,0,68,0,1.0,TRUE
45.83,5.16,47.49,26.61,50.44,31537.0,1,67,0,1.0,TRUE
63.27,5.04,22.94,36.61,85.12,47468.0,1,144,1,5.0,TRUE
39.67,16.91,57.35,52.3,93.58,17717.0,1,103,0,5.0,TRUE
44.6,6.45,64.81,62.23,81.74,40981.0,1,164,1,4.0,TRUE
21.46,6.82,42.14,32.36,92.2,51211.0,1,121,2,3.0,TRUE
67.24,13.91,30.36,43.33,78.41,94440.0,1,133,3,1.0,TRUE
35.27,11.03,16.65,69.04,98.29,71064.0,0,89,0,,TRUE
10.58,2.44,26.78,51.06,59.72,67342.0,1,117,2,5.0,TRUE
52.42,6.6,50.27,26.72,73.26,68366.0,1,52,1,2.0,TRUE
56.61,3.21,62.96,16.39,86.83,71365.0,0,161,2,2.0,TRUE
15.66,2.0,31.63,41.18,88.66,35862.0,1,105,0,2.0,TRUE
36.77,12.94,41.74,58.31,50.41,86455.0,1,183,1,2.0,TRUE
16.07,12.26,31.08,48.5,85.99,67424.0,0,109,3,,TRUE
58.51,12.37,69.5,62.01,71.65,60228.0,1,120,0,4.0,TRUE
62.12,13.63,25.06,24.2,96.93,46415.0,1,52,1,4.0,TRUE
24.16,17.88,26.37,38.76,62.13,60525.0,1,100,3,1.0,TRUE
55.28,11.56,17.57,17.77,73.59,50018.0,1,131,3,1.0,TRUE
66.81,7.5,39.21,56.43,51.17,18987.0,1,93,0,4.0,TRUE
22.6,17.04,61.07,26.13,71.59,29144.0,1,64,2,1.0,TRUE
60.4,2.62,34.11,48.17,98.56,46085.0,0,127,0,3.0,TRUE
17.05,9.41,53.4,67.97,70.06,76182.0,1,129,0,4.0,TRUE
52.63,14.51,53.61,58.05,87.48,74914.0,1,135,1,4.0,TRUE
28.17,6.31,23.79,60.42,67.08,54929.0,0,84,1,2.0,TRUE
64.03,4.35,67.66,46.89,50.97,29372.0,1,110,3,1.0,TRUE
45.1,14.49,63.44,30.46,86.52,41944.0,1,149,2,5.0,TRUE
41.64,2.54,30.5,50.28,56.7,48622.0,1,161,3,2.0,TRUE
10.18,5.49,31.8,37.6,73.06,29748.0,1,59,3,5.0,TRUE
57.69,13.82,26.59,58.54,67.64,52248.0,0,95,1,3.0,TRUE
45.64,13.46,12.81,63.05,60.04,32586.0,1,56,2,3.0,TRUE
10.1,10.45,38.46,31.23,96.9,42972.0,1,99,0,3.0,TRUE
59.87,13.59,51.22,62.04,62.62,39798.0,1,135,3,1.0,TRUE
36.92,3.64,68.99,40.16,97.55,96615.0,1,172,0,3.0,TRUE
26.51,12.8,42.97,65.05,61.04,51696.0,1,161,2,2.0,TRUE
37.0,8.49,26.26,65.96,75.66,13379.0,1,170,0,4.0,TRUE
37.89,9.83,13.93,44.88,65.43,45292.0,0,95,1,,TRUE
33.28,14.31,32.84,41.27,93.46,62880.0,1,53,1,5.0,TRUE
37.62,8.89,17.87,41.89,55.57,5886.0,1,183,1,5.0,TRUE
10.81,13.51,23.58,63.43,93.15,70205.0,1,165,0,3.0,TRUE
44.99,3.34,46.22,54.66,83.66,51688.0,1,184,3,1.0,TRUE
58.45,4.76,17.59,42.87,79.72,17838.0,0,195,0,5.0,TRUE
25.67,5.86,48.99,20.9,71.08,70141.0,1,185,2,,TRUE
52.48,2.16,26.46,61.09,86.96,71501.0,1,163,0,5.0,TRUE
60.66,12.96,54.51,54.15,63.96,9909.0,0,198,2,2.0,TRUE
29.98,11.35,18.22,41.0,65.05,91713.0,1,80,1,3.0,TRUE
37.7,9.75,37.47,41.14,51.28,62491.0,0,53,2,5.0,TRUE
51.98,11.15,10.24,34.1,78.76,96429.0,0,173,1,2.0,TRUE
31.15,9.87,64.54,19.89,99.84,65172.0,1,127,1,,TRUE
66.36,2.7,13.85,49.36,77.95,76445.0,1,159,0,,TRUE
28.84,3.06,20.46,62.46,63.06,63836.0,0,93,2,4.0,TRUE
37.65,5.24,44.39,28.62,97.94,49737.0,1,131,2,1.0,TRUE
60.41,3.7,58.63,32.55,62.31,20640.0,1,134,2,3.0,TRUE
57.12,5.06,30.25,50.01,58.97,14814.0,0,171,1,5.0,TRUE
49.85,14.92,67.35,14.45,98.23,98316.0,1,183,2,3.0,TRUE
46.65,2.47,48.11,12.31,78.02,50105.0,0,187,3,3.0,TRUE
37.4,3.72,52.52,67.99,59.8,65752.0,1,104,3,3.0,TRUE
42.0,4.15,69.91,53.43,84.13,81491.0,0,140,3,5.0,TRUE
44.77,14.97,32.92,52.76,85.2,71476.0,1,152,3,3.0,TRUE
30.27,13.52,20.5,52.72,60.36,48717.0,0,169,3,3.0,TRUE
29.2,15.82,53.27,24.84,67.37,72472.0,1,149,1,1.0,TRUE
41.64,11.53,54.44,43.83,58.22,47984.0,1,91,1,4.0,TRUE
48.38,16.22,64.47,25.16,78.81,68175.0,1,193,2,3.0,TRUE
69.64,10.96,46.67,59.73,98.92,44266.0,1,86,1,5.0,TRUE
14.98,3.4,38.57,56.44,58.86,81480.0,1,77,3,4.0,TRUE
46.41,2.14,66.24,45.93,52.51,62576.0,1,162,3,5.0,TRUE
58.11,9.93,23.57,25.81,88.78,95556.0,0,135,3,1.0,TRUE
16.5,4.39,29.38,25.93,76.58,54527.0,1,110,2,2.0,TRUE
40.87,7.39,65.21,69.13,95.78,75308.0,1,104,2,2.0,TRUE
30.34,11.13,23.4,53.47,64.56,64158.0,1,172,1,5.0,TRUE
30.63,6.73,37.38,20.5,91.07,91119.0,1,183,3,5.0,TRUE
28.15,6.98,41.37,32.35,75.8,48209.0,1,155,0,2.0,TRUE
66.91,3.54,25.35,28.84,50.55,92772.0,1,134,1,1.0,TRUE
12.11,10.16,36.18,27.47,73.42,49593.0,0,50,1,5.0,TRUE
34.23,16.08,40.06,33.67,82.82,93271.0,0,194,3,,TRUE
37.03,15.54,48.6,20.52,53.41,34615.0,1,75,2,2.0,TRUE
25.18,9.06,65.47,43.41,80.1,31587.0,0,136,1,,TRUE
26.15,7.59,59.94,15.43,81.3,70158.0,0,158,2,2.0,TRUE
47.1,5.29,59.2,16.87,72.3,94112.0,1,105,2,2.0,TRUE
56.89,2.12,67.81,32.62,72.61,78081.0,1,74,0,4.0,TRUE
22.05,17.3,34.09,37.73,73.61,11429.0,0,129,1,4.0,TRUE
18.82,6.4,62.72,23.96,52.45,62533.0,0,73,3,3.0,TRUE
13.64,13.86,50.49,34.24,74.69,27745.0,1,191,0,3.0,TRUE
68.68,2.98,40.25,31.6,91.31,24691.0,0,115,1,,TRUE
21.67,14.47,46.95,53.95,59.82,72282.0,1,79,2,,TRUE
18.07,11.17,46.66,21.66,68.97,14817.0,0,86,0,3.0,TRUE
16.33,3.98,37.75,12.5,80.1,91316.0,1,96,0,1.0,TRUE
37.34,10.2,46.95,12.8,84.92,60075.0,1,58,1,4.0,TRUE
12.59,6.29,55.51,52.03,85.37,94592.0,1,129,2,5.0,TRUE
44.91,6.7,67.81,25.19,94.53,57384.0,1,85,3,1.0,TRUE
20.03,5.34,46.66,41.67,58.33,25984.0,0,173,0,3.0,TRUE
